phase,coeff,train_episode,eval_episode,epsilon,mean_glucose,time_in_range_percent,hypo_steps,hypo_events,severe_hyper_steps,severe_hyper_events,total_bolus_units,total_basal_units,total_insulin_units,sum_zone_reward,sum_insulin_penalty,total_reward,action_0_count,action_1_count,action_2_count,action_3_count,action_4_count
train,0.1,78,-1,0.8596,265.0886580611107,7.986111111111111,0,0,69,13,1524.6,23.47926199261993,1548.0792619926199,-843.0,-152.45999999999998,-995.46,69,58,52,51,58
train,0.1,79,-1,0.8578,146.7260670722409,78.125,1,1,0,0,1435.5,23.47926199261993,1458.97926199262,-149.0,-143.55,-292.55,72,60,53,56,47
train,0.1,80,-1,0.856,334.1367119413755,2.083333333333333,0,0,228,2,1510.1,23.47926199261993,1533.5792619926199,-2318.0,-151.01,-2469.01,71,58,57,41,61
train,0.1,81,-1,0.8542,83.74652248224822,51.041666666666664,95,8,0,0,1390.8,23.47926199261993,1414.27926199262,-2595.0,-139.07999999999998,-2734.0800000000004,92,48,51,41,56
train,0.1,82,-1,0.8524,189.297228817221,53.47222222222222,0,0,0,0,1660.3999999999999,23.47926199261993,1683.8792619926198,102.0,-166.04000000000002,-64.04000000000002,63,57,46,50,72
train,0.1,83,-1,0.8506,124.90633750964051,90.625,8,2,0,0,1686.3,23.47926199261993,1709.77926199262,-360.0,-168.63,-528.6300000000001,54,52,68,43,71
train,0.1,84,-1,0.8488,158.04756521668403,62.5,4,1,0,0,1637.8999999999999,23.47926199261993,1661.3792619926198,2.0,-163.79,-161.79,55,57,53,64,59
train,0.1,85,-1,0.847,201.67973220636063,13.194444444444445,0,0,0,0,1485.0,23.47926199261993,1508.47926199262,4.0,-148.5,-144.49999999999997,73,57,57,43,58
train,0.1,86,-1,0.8452,86.01685575574504,54.861111111111114,102,5,0,0,1612.1,23.47926199261993,1635.5792619926199,-2616.0,-161.20999999999998,-2777.21,45,47,82,69,45
train,0.1,87,-1,0.8434,125.26283437751837,74.30555555555556,28,4,0,0,1475.1999999999998,23.47926199261993,1498.6792619926198,-772.0,-147.51999999999998,-919.52,81,35,66,54,52
train,0.1,88,-1,0.8416,147.65951737092823,78.125,2,2,0,0,1500.1999999999998,23.47926199261993,1523.6792619926198,-36.0,-150.01999999999998,-186.02,66,62,62,40,58
train,0.1,89,-1,0.8398,262.1418776375119,2.083333333333333,0,0,81,2,1434.1,23.47926199261993,1457.5792619926199,-967.0,-143.41,-1110.41,67,72,50,50,49
train,0.1,90,-1,0.838,247.46333003169124,7.291666666666667,0,0,30,6,1497.8,23.47926199261993,1521.27926199262,-494.0,-149.78,-643.7800000000001,77,55,52,42,62
train,0.1,91,-1,0.8362,174.71218546081425,57.638888888888886,0,0,0,0,1573.8999999999999,23.47926199261993,1597.3792619926198,46.0,-157.39000000000001,-111.39,60,56,50,71,51
train,0.1,92,-1,0.8344,103.05695029073783,62.15277777777778,89,3,0,0,1594.3999999999999,23.47926199261993,1617.8792619926198,-1959.0,-159.44,-2118.44,69,42,58,59,60
train,0.1,93,-1,0.8326,328.3492895131641,1.3888888888888888,0,0,212,3,1463.6,23.47926199261993,1487.0792619926199,-2180.0,-146.36,-2326.36,58,75,64,39,52
train,0.1,94,-1,0.8308,164.50811930218597,63.541666666666664,0,0,0,0,1405.0,23.47926199261993,1428.47926199262,34.0,-140.5,-106.5,73,55,61,57,42
train,0.1,95,-1,0.829,192.71445018649072,27.77777777777778,0,0,0,0,1490.4,23.47926199261993,1513.87926199262,36.0,-149.04000000000002,-113.04,76,52,52,52,56
train,0.1,96,-1,0.8271999999999999,217.31363740643246,19.791666666666664,0,0,17,2,1535.8,23.47926199261993,1559.27926199262,-151.0,-153.57999999999998,-304.58000000000004,63,57,59,55,54
train,0.1,97,-1,0.8254,105.85727324789266,72.91666666666666,49,6,0,0,1559.8,23.47926199261993,1583.27926199262,-1353.0,-155.98,-1508.98,67,41,67,59,54
train,0.1,98,-1,0.8236,164.94805785483084,63.888888888888886,0,0,0,0,1641.0,23.47926199261993,1664.47926199262,174.0,-164.1,9.900000000000002,60,55,47,64,62
train,0.1,99,-1,0.8218,290.13714207841116,19.09722222222222,0,0,159,2,1487.6000000000001,23.47926199261993,1511.07926199262,-1593.0,-148.76,-1741.76,77,51,52,52,56
eval,0.1,99,0,0.0,203.42521976364472,51.388888888888886,0,0,36,2,1763.1999999999998,23.47926199261993,1786.6792619926198,-318.0,-176.32,-494.32000000000005,0,0,152,136,0
eval,0.1,99,1,0.0,99.7425286429738,36.11111111111111,96,9,0,0,666.8,23.47926199261993,690.2792619926199,-2344.0,-66.67999999999999,-2410.68,186,1,37,64,0
eval,0.1,99,2,0.0,130.8768289797511,69.79166666666666,32,5,0,0,1291.6,23.47926199261993,1315.0792619926199,-772.0,-129.16,-901.16,83,3,90,112,0
eval,0.1,99,3,0.0,132.009476883524,58.333333333333336,38,4,0,0,1038.0,23.47926199261993,1061.47926199262,-1084.0,-103.79999999999998,-1187.8000000000002,132,1,51,104,0
eval,0.1,99,4,0.0,85.2691831855671,48.61111111111111,97,9,0,0,315.5999999999999,23.47926199261993,339.0792619926198,-2565.0,-31.560000000000002,-2596.56,235,3,26,24,0
train,0.1,100,-1,0.82,152.388729216698,77.08333333333334,0,0,0,0,1542.5,23.47926199261993,1565.97926199262,82.0,-154.25,-72.25000000000001,64,60,61,42,61
train,0.1,101,-1,0.8182,125.95374367259814,50.69444444444444,63,5,0,0,1489.6,23.47926199261993,1513.0792619926199,-1529.0,-148.95999999999998,-1677.96,64,70,47,55,52
train,0.1,102,-1,0.8164,124.10506026646696,62.5,29,5,0,0,1479.3,23.47926199261993,1502.77926199262,-909.0,-147.93,-1056.9300000000003,65,57,65,52,49
train,0.1,103,-1,0.8146,104.98913346454788,72.22222222222221,33,8,0,0,1482.3,23.47926199261993,1505.77926199262,-1179.0,-148.23,-1327.23,63,61,66,47,51
train,0.1,104,-1,0.8128,107.9862907813839,64.58333333333334,53,8,0,0,1320.1,23.47926199261993,1343.5792619926199,-1521.0,-132.01,-1653.0100000000002,72,54,73,60,29
train,0.1,105,-1,0.8109999999999999,333.3945445862589,7.291666666666667,0,0,208,2,1626.5,23.47926199261993,1649.97926199262,-2100.0,-162.64999999999998,-2262.65,72,38,54,59,65
train,0.1,106,-1,0.8092,178.19479455967405,56.94444444444444,0,0,0,0,1455.1,23.47926199261993,1478.5792619926199,160.0,-145.51,14.489999999999988,71,61,54,51,51
train,0.1,107,-1,0.8074,146.06812192799958,73.61111111111111,5,1,0,0,1599.6,23.47926199261993,1623.0792619926199,-235.0,-159.95999999999998,-394.96,55,45,75,61,52
train,0.1,108,-1,0.8056,207.16965432140785,18.40277777777778,0,0,20,1,1339.4,23.47926199261993,1362.87926199262,-156.0,-133.94,-289.94,83,61,54,44,46
train,0.1,109,-1,0.8038,202.06965732669968,22.22222222222222,0,0,0,0,1652.1999999999998,23.47926199261993,1675.6792619926198,-30.0,-165.21999999999997,-195.22,50,58,58,64,58
train,0.1,110,-1,0.802,293.576622791376,10.069444444444445,0,0,168,6,1412.8999999999999,23.47926199261993,1436.3792619926198,-1710.0,-141.29,-1851.29,75,55,65,44,49
train,0.1,111,-1,0.8002,98.4841513970245,55.208333333333336,73,12,0,0,1417.2,23.47926199261993,1440.67926199262,-2055.0,-141.72,-2196.7200000000003,72,52,61,63,40
train,0.1,112,-1,0.7984,164.28264924377703,70.13888888888889,0,0,6,3,1692.6,23.47926199261993,1716.0792619926199,-194.0,-169.26,-363.26,53,39,75,59,62
train,0.1,113,-1,0.7966,155.53266102936092,85.06944444444444,0,0,0,0,1434.6999999999998,23.47926199261993,1458.1792619926198,258.0,-143.46999999999997,114.53,68,70,47,56,47
train,0.1,114,-1,0.7948,217.73997657187516,10.76388888888889,0,0,4,3,1653.5,23.47926199261993,1676.97926199262,-132.0,-165.35000000000002,-297.35,59,48,52,70,59
train,0.1,115,-1,0.7929999999999999,112.17090561539288,63.541666666666664,54,7,0,0,1339.1999999999998,23.47926199261993,1362.6792619926198,-1488.0,-133.92000000000002,-1621.92,80,69,45,50,44
train,0.1,116,-1,0.7912,111.91934866291976,58.333333333333336,72,7,0,0,1642.3999999999999,23.47926199261993,1665.8792619926198,-1576.0,-164.24,-1740.2400000000002,56,59,54,55,64
train,0.1,117,-1,0.7894,82.66943148451064,49.65277777777778,95,9,0,0,1495.7999999999997,23.47926199261993,1519.2792619926197,-2577.0,-149.57999999999998,-2726.5800000000004,60,66,66,42,54
train,0.1,118,-1,0.7876,198.6097774837168,29.51388888888889,0,0,0,0,1760.4,23.47926199261993,1783.87926199262,34.0,-176.04,-142.04,51,54,48,63,72
train,0.1,119,-1,0.7858,173.90922118971002,43.05555555555556,4,2,0,0,1643.5,23.47926199261993,1666.97926199262,-384.0,-164.35,-548.35,49,70,45,65,59
train,0.1,120,-1,0.784,193.0065848686265,45.83333333333333,0,0,0,0,1521.6999999999998,23.47926199261993,1545.1792619926198,96.0,-152.17000000000002,-56.17,60,66,62,43,57
train,0.1,121,-1,0.7822,129.65073537591758,89.58333333333334,6,2,0,0,1351.4,23.47926199261993,1374.87926199262,-314.0,-135.14,-449.14000000000004,73,72,51,50,42
